time,站点名称,O3_8H,气温(℃),风速(m/s),风向(°),SO2,NO2,PM10,CO,PM2.5
2024-11-02,大路产业园,54.0,7.4,4.7,327.3,9,50,41,0.867,39
2024-11-02,哈尔乌素矿区,17.0,6.6,3.0,169.4,18,73,48,0.813,50
2024-11-02,黑岱沟,45.0,6.1,2.9,224.5,25,57,79,0.966,25
2024-11-02,羊市塔,50.0,7.0,1.3,80.7,11,45,100,1.242,46
2024-11-02,纳日松,48.0,6.9,2.9,354.6,15,37,101,1.218,57
2024-11-02,羊四圪咀,53.0,6.1,1.9,274.1,9,40,103,1.029,42
2024-11-02,上海庙东,116.0,10.2,2.8,140.7,13,19,66,0.711,42
2024-11-02,零碳产业园,66.0,6.2,1.6,211.9,7,21,33,0.744,21
2024-11-02,独贵塔拉北项目区,81.0,8.3,2.0,121.2,11,14,72,0.823,49
2024-11-02,新能源示范区,80.0,6.0,2.9,102.4,13,20,44,0.504,24
2024-11-02,独贵塔拉南项目区,93.0,8.7,2.3,194.0,7,9,33,0.284,26
2024-11-02,乌审召特勤消防站,75.0,6.9,2.4,155.1,4,13,33,0.651,30
2024-11-02,纳林河项目区,75.0,8.1,1.8,90.3,7,16,38,0.785,29
2024-11-02,中天合创宿舍楼站,57.0,6.1,2.3,82.1,10,8,58,0.732,36
2024-11-02,察汗淖,60.0,5.2,1.3,218.0,16,17,46,0.426,15
2024-11-02,纳林陶亥镇,49.0,6.5,1.0,187.8,7,34,70,1.078,36
2024-11-02,乌兰木伦镇武家塔,69.0,7.3,2.0,162.8,5,24,65,0.947,36
2024-11-02,伊金霍洛旗新街镇,75.0,7.0,2.4,48.6,7,21,12,0.144,21
2024-11-02,空港物流园区,70.0,5.5,1.2,209.0,10,16,46,0.625,31
2024-11-03,高新技术产业园,84.0,5.1,1.0,196.6,5,18,28,0.289,14
2024-11-03,装备制造产业园,99.0,4.8,2.9,265.4,6,9,17,0.454,14
2024-11-03,麻黄湾,83.0,4.6,4.6,295.6,18,24,25,0.502,12
2024-11-03,加气站,72.0,3.8,2.3,301.7,3,32,39,0.52,10
2024-11-03,添尔漫梁村委会,85.0,3.6,2.4,289.0,1,24,0,1.362,0
2024-11-03,铜川镇政府,67.0,3.1,1.6,22.3,3,44,5666(B),3.067,29508(B)
2024-11-03,达拉特经济开发区管委会站,63.0,5.6,0.7,169.3,9,36,36,0.703,18
2024-11-03,青达门,3.0,3.7,5.3,263.5,16,21,0,-8.186(Lsp),18
2024-11-03,白泥井镇,59.0,6.3,1.8,313.2,-1,17,12,1.976,10
2024-11-03,准格尔产业园,75.0,5.6,2.7,356.2,8,19,30,0.481,21
2024-11-03,大路产业园,80.0,5.9,5.8,44.5,9,21,24,0.451,15
2024-11-03,哈尔乌素矿区,38.0,5.8,3.8,265.8,18,49,28,0.922,23
2024-11-03,黑岱沟,67.0,5.5,2.8,308.9,18,32,49,0.709,11
2024-11-03,羊市塔,49.0,6.4,3.2,197.0,13,56,114,0.958,22
2024-11-03,纳日松,85.0,5.4,2.6,8.5,20,23,34,0.436,15
2024-11-03,羊四圪咀,76.0,5.2,2.2,19.0,9,18,31,0.821,12
2024-11-03,上海庙东,101.0,7.3,3.5,29.3,9,11,52,0.53,16
2024-11-03,零碳产业园,77.0,4.7,1.4,345.8,3,15,13,0.556,6
2024-11-03,独贵塔拉北项目区,70.0,4.0,1.7,338.6,8,11,28,0.364,10
2024-11-03,新能源示范区,82.0,3.2,1.8,238.1,9,22,40,0.332,10
2024-11-03,独贵塔拉南项目区,84.0,4.0,1.9,355.5,5,4,27,0.141,12
2024-11-03,乌审召特勤消防站,92.0,6.2,2.3,321.3,6,14,31,0.433,18
2024-11-03,纳林河项目区,91.0,7.2,2.3,322.3,6,17,26,0.606,15
2024-11-03,中天合创宿舍楼站,82.0,5.8,2.6,212.0,6,7,44,0.495,28
2024-11-03,察汗淖,83.0,4.7,2.0,339.1,16,8,46,0.141,15
2024-11-03,纳林陶亥镇,55.0,5.0,1.4,279.6,7,37,87,0.859,20
2024-11-03,乌兰木伦镇武家塔,68.0,6.4,2.5,321.6,4,27,70,0.66,14
2024-11-03,伊金霍洛旗新街镇,93.0,6.0,2.2,158.8,6,13,12,0.141,21
2024-11-03,空港物流园区,88.0,4.6,2.0,342.3,9,11,29,0.416,13
2024-11-04,高新技术产业园,77.0,2.2,0.6,78.0,7,29,29,0.478,12
2024-11-04,装备制造产业园,82.0,2.3,1.4,99.3,9,21,21,0.531,11
2024-11-04,麻黄湾,49.0,1.0,1.4,35.2,28,39,41,0.681,11
2024-11-04,加气站,42.0,0.5,1.0,156.8,7,41,58,0.677,9
2024-11-04,添尔漫梁村委会,57.0,1.2,1.7,358.6,1,40,0,1.449,0
2024-11-04,铜川镇政府,47.0,0.4,1.6,215.6,13,49,5666(B),3.364,29508(B)
2024-11-04,达拉特经济开发区管委会站,53.0,0.6,0.7,298.2,12,28,30,0.657,13
2024-11-04,青达门,3.0,1.0,2.5,55.2,21,21,0,-8.073(Lsp),18
2024-11-04,白泥井镇,42.0,1.3,0.5,90.6,-1,15,12,1.961,10
2024-11-04,准格尔产业园,50.0,1.4,0.8,322.2,10,28,28,0.452,14
2024-11-04,大路产业园,52.0,1.4,2.7,348.6,12,39,28,0.525,7
2024-11-04,哈尔乌素矿区,18.0,1.1,1.5,66.8,25,72,61,0.706,13
2024-11-04,黑岱沟,38.0,0.5,1.2,94.2,35,54,81,0.659,8
2024-11-04,羊市塔,43.0,2.0,0.6,21.1,12,42,125,1.011,12
2024-11-04,纳日松,34.0,1.4,0.9,14.4,19,35,62,0.634,13
2024-11-04,羊四圪咀,48.0,0.0,0.8,210.2,10,28,43,0.737,6
2024-11-04,上海庙东,112.0,5.0,1.9,99.1,13,18,49,0.539,15
2024-11-04,零碳产业园,71.0,2.9,1.0,226.9,4,21,18,0.647,6
2024-11-04,独贵塔拉北项目区,51.0,0.7,1.8,126.9,12,16,22,0.46,9
2024-11-04,新能源示范区,74.0,1.5,1.8,97.2,11,28,31,0.369,8
2024-11-04,独贵塔拉南项目区,78.0,2.1,1.7,189.0,5,11,23,0.233,7
2024-11-04,乌审召特勤消防站,69.0,3.7,1.0,149.3,9,21,28,0.574,15
2024-11-04,纳林河项目区,79.0,5.1,1.6,87.7,13,25,31,0.662,12
2024-11-04,中天合创宿舍楼站,76.0,3.1,1.8,31.1,10,9,40,0.57,25
2024-11-04,察汗淖,73.0,1.6,1.2,155.3,18,13,46,0.363,15
2024-11-04,纳林陶亥镇,48.0,1.7,0.6,22.2,10,41,78,0.958,15
2024-11-04,乌兰木伦镇武家塔,34.0,2.4,1.2,119.5,6,38,85,0.902,16
2024-11-04,伊金霍洛旗新街镇,73.0,2.8,1.8,87.5,8,32,12,0.144,21
2024-11-04,空港物流园区,77.0,1.5,1.8,214.6,12,23,31,0.514,13
2024-11-05,高新技术产业园,83.0,3.7,0.4,84.5,7,42,36,0.521,14
2024-11-05,装备制造产业园,91.0,4.6,1.3,8.1,11,37,23,0.642,14
2024-11-05,麻黄湾,60.0,3.1,0.8,22.8,41,51,50,0.895,14
2024-11-05,加气站,59.0,2.2,0.9,111.9,11,49,72,0.895,14
2024-11-05,添尔漫梁村委会,60.0,2.8,1.8,12.2,2,59,0,1.608,0
2024-11-05,铜川镇政府,56.0,2.9,1.3,87.1,20,70,5666(B),3.597,29508(B)
2024-11-05,达拉特经济开发区管委会站,53.0,2.4,0.2,193.4,12,43,52,0.871,17
2024-11-05,白泥井镇,47.0,3.2,0.6,280.4,0,30,12,2.338,10
2024-11-05,准格尔产业园,64.0,3.3,0.8,357.7,11,31,37,0.648,27
2024-11-05,大路产业园,58.0,3.5,2.6,355.9,12,52,28,0.57,11
2024-11-05,哈尔乌素矿区,23.0,4.1,1.4,91.6,27,77,75,0.728,27
2024-11-05,黑岱沟,46.0,3.5,1.2,129.0,57,62,95,0.955,15
2024-11-05,黄天棉图,69.0,3.9,1.1,32.8,15,48,42,0.434,7
2024-11-05,纳日松,63.0,3.7,0.7,356.4,13,42,81,0.669,14
2024-11-05,羊四圪咀,62.0,3.7,0.7,33.1,12,32,43,0.988,11
2024-11-05,上海庙东,93.0,5.0,1.7,58.7,9,18,48,0.518,20
2024-11-05,零碳产业园,81.0,4.8,0.7,195.2,5,33,33,0.685,11
2024-11-05,独贵塔拉北项目区,78.0,2.0,0.8,132.0,7,26,31,0.447,14
2024-11-05,新能源示范区,84.0,1.6,0.8,137.8,9,32,37,0.352,11
2024-11-05,独贵塔拉南项目区,92.0,2.4,1.1,133.9,6,11,23,0.17,14
2024-11-05,乌审召特勤消防站,99.0,5.2,0.7,123.7,7,21,29,0.61,13
2024-11-05,纳林河项目区,89.0,5.6,1.0,70.0,13,25,39,0.783,21
2024-11-05,中天合创宿舍楼站,93.0,5.3,1.2,274.4,10,9,37,0.552,19
2024-11-05,察汗淖,95.0,2.7,0.9,27.1,18,11,46,0.306,15
2024-11-05,纳林陶亥镇,66.0,3.3,0.6,270.4,10,54,101,1.085,26
2024-11-05,乌兰木伦镇武家塔,51.0,3.7,1.0,204.5,7,37,150,1.127,31
2024-11-05,伊金霍洛旗新街镇,92.0,3.8,1.6,140.9,9,39,12,0.142,21
2024-11-05,空港物流园区,82.0,3.3,0.8,329.7,13,35,47,0.702,16
2024-11-06,高新技术产业园,85.0,4.6,0.4,93.8,10,52,62,0.721,24
2024-11-06,装备制造产业园,77.0,6.3,1.4,71.0,17,56,51,0.892,35
2024-11-06,麻黄湾,77.0,6.7,2.8,200.9,32,46,59,0.964,24
2024-11-06,加气站,62.0,6.2,1.8,174.4,11,52,90,0.96,24
2024-11-06,添尔漫梁村委会,65.0,5.4,1.6,320.0,2,64,0,1.741,0
2024-11-06,铜川镇政府,79.0,5.8,2.6,237.2,18,61,5666(B),3.678,29508(B)
2024-11-06,达拉特经济开发区管委会站,34.0,4.2,0.7,299.1,20,50,56,0.939,26
2024-11-06,青达门,3.0,6.4,4.6,117.8,20,34,0,-8.033(Lsp),0
2024-11-06,白泥井镇,24.0,4.6,0.6,86.6,0,40,12,2.622,10
2024-11-06,准格尔产业园,51.0,3.8,0.8,334.4,11,33,45,0.547,24
2024-11-06,大路产业园,56.0,5.8,2.8,335.4,13,75,30,0.605,15
2024-11-06,哈尔乌素矿区,44.0,6.6,2.4,133.7,18,54,48,0.852,24
2024-11-06,黑岱沟,70.0,6.3,2.0,207.9,34,52,70,0.709,9
2024-11-06,纳日松,45.0,4.3,1.0,307.4,19,53,140,1.269,28
2024-11-06,羊四圪咀,63.0,6.6,1.3,264.6,15,50,77,1.098,15
2024-11-06,上海庙东,168.0,6.3,1.7,97.4,26,30,82,0.902,46
2024-11-06,零碳产业园,90.0,7.1,1.2,179.8,6,43,58,0.775,22
2024-11-06,独贵塔拉北项目区,56.0,3.9,1.7,126.4,11,41,65,0.692,33
2024-11-06,新能源示范区,100.0,5.1,1.7,93.2,15,30,51,0.409,17
2024-11-06,独贵塔拉南项目区,100.0,5.9,1.4,177.1,10,17,33,0.284,17
2024-11-06,乌审召特勤消防站,105.0,6.8,1.0,100.1,11,31,35,0.573(H),21
2024-11-06,纳林河项目区,118.0,8.9,2.0,96.1,11,30,49,0.693,24
2024-11-06,中天合创宿舍楼站,91.0,6.8,1.8,40.0,12,14,59,0.665,30
2024-11-06,察汗淖,99.0,4.7,1.0,229.1,18,25,46,0.452,15
2024-11-06,纳林陶亥镇,56.0,4.9,0.6,195.7,21,86,155,1.415,46
2024-11-06,乌兰木伦镇武家塔,41.0,4.7,1.0,144.7,10,44,170,1.156,40
2024-11-06,伊金霍洛旗新街镇,91.0,5.3,1.7,3.2,9,44,12,0.15,21
2024-11-06,空港物流园区,84.0,5.4,1.1,190.7,17,42,85,0.878,34
2024-11-07,高新技术产业园,91.0,6.5,0.5,68.8,9,49,70,0.711,39
2024-11-07,装备制造产业园,85.0,8.2,1.4,82.9,12,49,52,0.858,44
2024-11-07,麻黄湾,76.0,9.5,3.1,196.9,29,43,75,1.053,38
2024-11-07,加气站,60.0,9.0,1.6,178.0,10,60,107,1.065,38
2024-11-07,添尔漫梁村委会,68.0,7.6,1.6,297.2,2,55,0,1.805,0
2024-11-07,铜川镇政府,85.0,8.5,2.3,238.3,14,64,5666(B),3.691,29508(B)
2024-11-07,达拉特经济开发区管委会站,41.0,6.5,0.7,303.0,14,52,82,1.037,38
2024-11-07,青达门,3.0,9.1,3.5,117.3,18,23,0,-8.046(Lsp),0
2024-11-07,白泥井镇,34.0,7.1,0.6,89.6,-1,40,12,2.663,10
2024-11-07,准格尔产业园,46.0,5.9,0.7,359.2,10,40,67,0.71,39
2024-11-07,大路产业园,77.0,8.7,3.8,316.6,11,68,43,0.668,23
2024-11-07,哈尔乌素矿区,55.0,9.1,3.1,146.1,19,57,54,0.479,33
2024-11-07,黑岱沟,54.0,8.9,2.3,213.6,23,61,79,0.654,13
2024-11-07,羊市塔,70.0,7.0,0.6,82.1,19,65,188,1.257,46
2024-11-07,纳日松,69.0,6.6,1.3,306.2,16,53,141,1.379,39
2024-11-07,羊四圪咀,73.0,9.6,1.8,268.7,14,48,91,1.202,27
2024-11-07,上海庙东,101.0,8.5,2.3,139.0,16,27,64,0.731,38
2024-11-07,零碳产业园,90.0,9.1,1.3,183.6,6,30,56,0.808,29
2024-11-07,独贵塔拉北项目区,55.0,6.9,1.9,129.2,26,50,97,0.912,53
2024-11-07,新能源示范区,100.0,7.7,1.9,93.6,13,23,67,0.506,33
2024-11-07,独贵塔拉南项目区,104.0,8.1,1.4,173.1,10,16,41,0.394,33
2024-11-07,乌审召特勤消防站,97.0,8.2,1.3,133.9,12,29,52,0.766,32
2024-11-07,纳林河项目区,74.0,9.2,0.8,109.2,9,35,49,1.02,34
2024-11-07,中天合创宿舍楼站,80.0,8.6,1.8,37.4,12,13,70,0.666,41
2024-11-07,察汗淖,91.0,6.4,0.9,167.8,18,20,46,0.413,15
2024-11-07,纳林陶亥镇,70.0,7.3,0.6,172.9,17,87,154,1.525,58
2024-11-07,乌兰木伦镇武家塔,44.0,6.9,1.1,143.5,8,47,155,0.965,51
2024-11-07,伊金霍洛旗新街镇,98.0,7.3,1.9,356.6,8,44,12,0.146,21
2024-11-07,空港物流园区,98.0,7.5,1.2,186.0,14,35,89,0.865,46
2024-11-08,高新技术产业园,97.0,8.9,1.1,71.4,8,39,55,0.733,39
2024-11-08,装备制造产业园,92.0,9.5,2.3,99.6,5,32,43,0.691,39
2024-11-08,麻黄湾,90.0,10.9,4.3,175.7,21,31,55,0.963,31
2024-11-08,加气站,74.0,10.4,2.4,168.6,4,38,89,1.008,33
2024-11-08,添尔漫梁村委会,77.0,9.0,1.9,35.6,1,32,0,1.743,0
2024-11-08,铜川镇政府,92.0,9.9,3.5,235.0,9,41,5666(B),3.575,29508(B)
2024-11-08,达拉特经济开发区管委会站,63.0,9.3,0.8,311.8,13,44,77,1.092,46
2024-11-08,青达门,3.0,9.9,5.5,115.8,17,19,0,-8.055(Lsp),0
2024-11-08,白泥井镇,50.0,10.1,0.9,85.9,0,30,12,2.758,10
2024-11-08,准格尔产业园,67.0,8.4,0.9,206.5,9,34,57,0.695,35
2024-11-08,大路产业园,81.0,11.5,4.3,313.0,10,35,32,0.817,17
2024-11-08,哈尔乌素矿区,54.0,11.2,3.8,142.9,19,59,51,0.508,29
2024-11-08,黑岱沟,66.0,11.2,2.8,209.1,37,53,78,0.931,12
2024-11-08,黄天棉图,87.0,10.2,3.5,255.1,17,38,63,1.01,25
2024-11-08,纳日松,82.0,9.8,2.4,308.1,18,39,85,1.128,29
2024-11-08,羊四圪咀,77.0,11.1,1.9,259.7,12,43,73,1.191,22
2024-11-08,上海庙东,84.0,8.9,3.3,130.4,7,15,45,0.632,30
2024-11-08,零碳产业园,80.0,10.6,2.5,166.3,5,21,43,0.848,29
2024-11-08,独贵塔拉北项目区,82.0,8.7,2.4,123.4,22,33,108,1.126,64
2024-11-08,新能源示范区,95.0,8.4,3.6,77.8,12,20,66,0.599,30
2024-11-08,独贵塔拉南项目区,94.0,9.8,2.8,171.0,9,8,44,0.417,38
2024-11-08,纳林河项目区,96.0,10.1,2.1,138.1,5,26,50,1.32,44
2024-11-08,中天合创宿舍楼站,79.0,9.5,2.3,34.0,8,10,61,0.734,40
2024-11-08,察汗淖,93.0,7.6,1.6,153.9,18,14,46,0.407,15
2024-11-08,乌兰木伦镇武家塔,68.0,9.2,2.2,152.1,7,39,114,0.921,40
2024-11-08,伊金霍洛旗新街镇,98.0,8.8,2.4,8.2,7,31,12,0.146,21
2024-11-09,高新技术产业园,81.0,8.7,0.7,116.2,7,29,72,0.62,59
2024-11-09,装备制造产业园,81.0,8.3,1.8,184.2,4,21,51,0.592,55
2024-11-09,麻黄湾,83.0,9.1,4.0,195.1,22,36,74,0.994,55
2024-11-09,加气站,66.0,8.4,2.0,227.8,2,43,104,1.036,52
2024-11-09,添尔漫梁村委会,71.0,7.6,1.4,338.2,1,37,0,1.819,0
2024-11-09,铜川镇政府,68.0,7.6,2.5,285.4,7,59,5666(B),3.578,29508(B)
2024-11-09,达拉特经济开发区管委会站,28.0,8.5,0.2,285.2,11,54,84,1.075,48
2024-11-09,青达门,3.0,8.2,5.1,148.1,16,29,0,-8.044(Lsp),0
2024-11-09,白泥井镇,42.0,9.9,0.5,7.7,0,33,12,2.859,10
2024-11-09,准格尔产业园,51.0,8.9,0.9,219.8,8,47,94,0.841,65
2024-11-09,大路产业园,75.0,10.7,5.6,324.8,10,31,58,0.993,42
2024-11-09,哈尔乌素矿区,56.0,9.8,3.2,157.1,16,46,77,0.919,64
2024-11-09,黑岱沟,64.0,9.5,2.8,218.5,12,62,101,0.91,31
2024-11-09,黄天棉图,74.0,8.8,3.5,291.3,16,39,87,1.015,47
2024-11-09,纳日松,78.0,10.2,3.0,0.0,14,35,117,1.04,68
2024-11-09,羊四圪咀,69.0,9.3,1.9,268.7,13,43,101,1.274,57
2024-11-09,零碳产业园,78.0,8.6,1.9,201.1,5,20,62,0.893,44
2024-11-09,独贵塔拉北项目区,83.0,9.1,1.4,13.0,10,22,71,0.688,39
2024-11-09,新能源示范区,85.0,7.3,2.4,122.3,11,26,89,0.64,40
2024-11-09,独贵塔拉南项目区,93.0,8.3,1.9,242.2,9,9,54,0.492,46
2024-11-09,乌审召特勤消防站,83.0,8.8,1.5,8.3,8,20,83,1.183,49
2024-11-09,纳林河项目区,97.0,11.5,1.8,227.6,7,22,80,1.561,66
2024-11-09,中天合创宿舍楼站,73.0,9.4,2.3,86.7,13,9,86,0.806,59
2024-11-09,察汗淖,86.0,8.2,1.3,214.2,18,11,46,0.461,15
2024-11-09,纳林陶亥镇,64.0,9.2,1.0,193.2,9,45,118,1.1,59
2024-11-09,圣圆产业园,75.0,10.4,1.6,49.6,15,41,99,1.275,56
2024-11-09,乌兰木伦镇武家塔,68.0,10.4,1.9,180.2,6,33,118,0.793,70
2024-11-09,伊金霍洛旗新街镇,88.0,9.0,2.0,44.7,7,21,12,0.122,21
2024-11-10,高新技术产业园,75.0,7.5,0.6,107.7,7,42,53,0.444,34
2024-11-10,装备制造产业园,76.0,8.2,1.3,120.9,7,40,38,0.418,29
2024-11-10,麻黄湾,66.0,8.0,1.9,197.8,25,46,69,0.795,27
2024-11-10,加气站,47.0,7.0,1.2,157.4,6,56,113,0.922,28
2024-11-10,添尔漫梁村委会,60.0,7.5,2.0,77.8,1,54,0,1.597,0
2024-11-10,铜川镇政府,61.0,7.2,1.8,236.5,12,70,5666(B),3.633,29508(B)
2024-11-10,达拉特经济开发区管委会站,69.0,7.8,0.6,308.0,13,40,60,0.967,22
2024-11-10,青达门,3.0,8.0,2.9,100.4,19,20,0,-8.153(Lsp),0
2024-11-10,准格尔产业园,65.0,8.5,1.1,355.7,9,35,75,0.732,53
2024-11-10,大路产业园,66.0,10.1,2.4,5.7,10,26,35,0.814,23
2024-11-10,哈尔乌素矿区,44.0,9.8,2.0,91.0,21,55,69,0.806,54
2024-11-10,黑岱沟,63.0,9.6,1.6,143.3,24,59,92,0.887,24
2024-11-10,黄天棉图,66.0,8.5,2.2,286.3,15,51,65,0.663,26
2024-11-10,纳日松,58.0,8.6,1.0,332.6,17,45,105,1.09,44
2024-11-10,羊四圪咀,56.0,9.2,0.9,231.3,12,45,93,1.16,30
2024-11-10,上海庙东,52.0,7.8,2.1,111.8,9,19,59,1.582,23(H)
2024-11-10,零碳产业园,79.0,8.3,1.0,155.3,6,26,43,0.759,21
2024-11-10,独贵塔拉北项目区,71.0,6.0,1.3,139.1,16,25,55,0.334,19
2024-11-10,新能源示范区,93.0,5.2,1.5,106.4,10,27,54,0.388,17
2024-11-10,独贵塔拉南项目区,89.0,6.4,1.6,190.5,8,10,32,0.24,16
2024-11-10,乌审召特勤消防站,97.0,8.1,0.9,166.1,9,20,61,1.557,26
2024-11-10,纳林河项目区,104.0,9.6,1.6,104.6,12,24,62,0.88,48
2024-11-10,中天合创宿舍楼站,77.0,8.8,1.8,41.9,11,10,74,0.725,42
2024-11-10,察汗淖,82.0,6.8,0.9,109.1,19,16,46,0.343,15
2024-11-10,纳林陶亥镇,59.0,8.4,0.7,157.8,9,47,106,0.876,42
2024-11-10,圣圆产业园,59.0,8.9,0.7,101.3,10,42,93,1.147,46
2024-11-10,乌兰木伦镇武家塔,48.0,8.8,1.1,140.0,8,50,140,0.779,65
2024-11-10,伊金霍洛旗新街镇,84.0,8.5,1.6,24.1,9,34,12,0.133,21
2024-11-11,高新技术产业园,77.0,6.0,0.7,211.6,6,39,65,0.451,27
2024-11-11,装备制造产业园,90.0,7.3,1.9,255.9,4,18,40,0.782,27
2024-11-11,加气站,73.0,6.5,1.7,254.9,6,32,76,0.892,23
2024-11-11,添尔漫梁村委会,83.0,6.4,1.7,277.3,1,32,0,1.559,0
2024-11-11,铜川镇政府,60.0,6.0,1.2,332.6,13,55,5666(B),3.433,29508(B)
2024-11-11,达拉特经济开发区管委会站,63.0,8.1,0.7,139.3,9,43,67,0.635,22
2024-11-11,青达门,3.0,6.8,3.8,218.8,16,13,0,-8.329(Lsp),0
2024-11-11,准格尔产业园,66.0,6.9,1.4,0.5,9,33,59,0.595,35
2024-11-11,大路产业园,79.0,9.2,4.9,9.6,11,29,60,0.835,30
2024-11-11,哈尔乌素矿区,38.0,9.0,2.5,235.0,18,59,84,0.696,53
2024-11-11,黑岱沟,74.0,8.8,2.2,270.1,15,50,107,0.82,30
2024-11-11,羊市塔,33.0,7.5,1.2,175.1,28,92,382,1.418,19
2024-11-11,黄天棉图,73.0,7.8,2.3,6.0,15,60,93,0.6,28
2024-11-11,纳日松,78.0,7.1,1.0,17.4,15,44,165,1.369,48
2024-11-11,羊四圪咀,77.0,8.9,1.8,355.8,12,36,91,1.194,13
2024-11-11,上海庙东,88.0,8.2,3.3,39.3,14,14,55,0.597,21
2024-11-11,零碳产业园,74.0,6.7,0.8,269.9,5,26,43,0.69,22
2024-11-11,独贵塔拉北项目区,83.0,7.0,1.9,307.4,8,20,79,0.233,20
2024-11-11,新能源示范区,79.0,4.5,1.9,194.6,10,26,62,0.383,18
2024-11-11,独贵塔拉南项目区,90.0,6.1,2.6,286.4,8,4,43,0.231,16
2024-11-11,纳林河项目区,78.0,8.4,1.1,297.2,10,24,55,0.651,42
2024-11-11,中天合创宿舍楼站,74.0,8.4,2.2,210.1,15,12,83,0.607,40
2024-11-11,察汗淖,76.0,6.2,1.6,346.0,19,19,46,0.315,15
2024-11-11,纳林陶亥镇,51.0,7.3,1.1,274.8,11,54,125,0.851,45
2024-11-11,乌兰木伦镇武家塔,60.0,7.6,1.5,314.4,7,38,138,0.63,45
2024-11-11,伊金霍洛旗新街镇,87.0,6.6,1.6,168.5,7,32,12,0.135,21
2024-11-11,空港物流园区,83.0,7.1,1.3,311.7,11,18,65,0.384,34
2024-11-12,高新技术产业园,72.0,5.2,0.5,74.8,10,39,53,0.537,18
2024-11-12,装备制造产业园,76.0,6.5,1.3,128.4,8,36,36,1.281,19
2024-11-12,加气站,50.0,5.6,1.1,162.6,7,47,169,0.898,21
2024-11-12,添尔漫梁村委会,53.0,5.9,1.7,35.6,3,60,0,1.66,0
2024-11-12,铜川镇政府,73.0,5.9,1.7,245.3,15,61,5666(B),3.561,29508(B)
2024-11-12,达拉特经济开发区管委会站,42.0,4.7,0.6,302.5,16,47,63,0.804,18
2024-11-12,青达门,3.0,7.3,2.6,110.9,21,17,0,-8.305(Lsp),0
2024-11-12,准格尔产业园,53.0,5.3,0.7,326.5,11,42,62,0.719,30
2024-11-12,大路产业园,48.0,7.3,2.8,345.7,14,29,53,0.709,14
2024-11-12,哈尔乌素矿区,21.0,7.8,1.3,118.6,22,61,92,0.196,25
2024-11-12,黑岱沟,51.0,7.5,1.3,200.1,84,56,146,1.088,18
2024-11-12,羊市塔,41.0,6.2,0.8,58.5,24,79,285,1.869,9
2024-11-12,黄天棉图,50.0,7.0,1.4,264.6,17,66,69,0.824,12
2024-11-12,纳日松,21.0,5.6,1.1,346.5,21,58,149,1.26,27
2024-11-12,羊四圪咀,45.0,7.6,0.8,258.8,15,46,63,1.056,13
2024-11-12,上海庙东,61.0,4.6,2.7,106.4,10,16,28,0.381,14
2024-11-12,零碳产业园,67.0,7.1,0.9,156.2,8,30,31,0.68,11
2024-11-12,独贵塔拉北项目区,58.0,4.6,1.5,135.3,18,27,54,0.374,15
2024-11-12,新能源示范区,92.0,4.5,1.8,99.0,11,24,36,0.308,10
2024-11-12,独贵塔拉南项目区,85.0,6.3,1.6,194.9,10,13,25,0.231,8
2024-11-12,乌审召特勤消防站,70.0,5.3,1.4,163.1,10,31,34,0.487,17
2024-11-12,纳林河项目区,25.0,5.3,0.9,36.1,10,35,39,0.688,28
2024-11-12,中天合创宿舍楼站,67.0,6.7,1.7,341.2,12,10,55,0.619,26
2024-11-12,察汗淖,63.0,5.0,1.1,98.2,20,16,48,0.386,23
2024-11-12,纳林陶亥镇,37.0,6.7,0.7,210.1,12,61,128,0.988,37
2024-11-12,圣圆产业园,33.0,6.5,0.7,21.6,13,53,95,1.305,20
2024-11-12,乌兰木伦镇武家塔,29.0,5.7,1.2,200.0,11,48,129,0.711,28
2024-11-12,伊金霍洛旗新街镇,77.0,6.2,1.8,44.6,10,40,12,0.265,21
2024-11-13,高新技术产业园,40.0,5.6,0.4,331.5,6,37,35,0.645,29
2024-11-13,装备制造产业园,63.0,5.5,1.1,21.7,3,41,22,1.384,32
2024-11-13,加气站,31.0,4.7,0.9,74.0,2,45,39,0.984,23
2024-11-13,添尔漫梁村委会,38.0,4.5,2.0,57.1,1,46,0,1.671,0
2024-11-13,铜川镇政府,43.0,4.1,1.6,173.8,6,50,5666(B),3.694,29508(B)
2024-11-13,达拉特经济开发区管委会站,22.0,6.4,0.1,286.6,13,50,76,1.003,32
2024-11-13,青达门,3.0,5.2,1.6,36.5,15,26,0,-8.236(Lsp),0
2024-11-13,准格尔产业园,30.0,6.0,1.0,357.5,8,44,49,0.723,34
2024-11-13,大路产业园,44.0,7.2,3.0,338.3,9,26,29,0.618,15
2024-11-13,哈尔乌素矿区,20.0,6.1,1.5,59.9,15,54,34,0.35,31
2024-11-13,黑岱沟,34.0,5.6,1.2,77.6,37,50,59,0.677,14
2024-11-13,羊市塔,23.0,6.6,0.6,222.8,16,38,33,1.119,8
2024-11-13,黄天棉图,49.0,5.2,1.1,128.9,10,32,28,0.785,16
2024-11-13,纳日松,49.0,6.1,1.0,0.0,22,24,28,0.845,25
2024-11-13,羊四圪咀,43.0,5.6,0.9,220.6,10,37,54,1.199,17
2024-11-13,上海庙东,48.0,4.6,1.5,196.2,14,28,45,0.557,34
2024-11-13,零碳产业园,45.0,6.1,0.6,29.6,4,29,39,0.89,26
